reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,16,50,69,69,0,t,2.211155199998757,None,0,69,69,84,308.59743009999875,,308.59433499999795,308.59743009999875,309.58362679999846,309.58362679999846,309.5931305999984,311.8020159999978,t,2.211155199998757,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
78,96,170,70,70,0,t,1.7717845000006491,None,0,70,70,57,311.80701639999825,,311.80448049999904,311.80701639999825,312.7960882999978,312.7960882999978,312.799275399997,314.5768799999969,t,1.7717845000006491,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
21,29,7,71,71,0,l,1.7944621999995434,None,0,71,71,94,314.5837948999979,,314.58046359999935,314.5837948999979,315.57603709999967,315.57603709999967,315.57603709999967,317.3760423999993,l,1.7944621999995434,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
79,88,65,72,72,0,l,3.6067321999980777,None,0,72,72,66,317.3828534999993,,317.37908309999693,317.3828534999993,318.3646000999979,318.3646000999979,318.38435559999925,321.97573179999745,l,3.6067321999980777,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
10,14,117,73,73,0,t,1.3542367999980343,None,0,73,73,65,321.9827191999975,,321.9789695999971,321.9827191999975,322.96951139999874,322.96951139999874,322.9764613999978,324.3248781000002,t,1.3542367999980343,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
14,21,30,74,74,0,l,2.5671634000027552,None,0,74,74,81,324.33339499999784,,324.32717369999955,324.33339499999784,325.3239616999999,325.3239616999999,325.32716629999777,327.8938347999974,l,2.5671634000027552,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
95,146,31,75,75,0,l,1.802697099999932,None,0,75,75,34,327.90164430000004,,327.8961629999976,327.90164430000004,328.8884700999988,328.8884700999988,328.8884700999988,330.6943771999977,l,1.802697099999932,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
41,49,154,76,76,0,t,3.2805322999993223,None,0,76,76,27,330.7036714999995,,330.69705169999725,330.7036714999995,331.6905563,331.6905563,331.7007629999971,334.97631649999676,t,3.2805322999993223,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
81,89,13,77,77,0,l,3.1533546000027854,None,0,77,77,28,334.9869626999971,,334.9788891999997,334.9869626999971,335.96685889999935,335.96685889999935,335.9790013999991,339.1265827999996,l,3.1533546000027854,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
57,71,125,78,78,0,t,1.918167400002858,None,0,78,78,62,339.1310210999982,,339.1290091999981,339.1310210999982,340.1277166,340.1277166,340.1277166,342.05313359999855,t,1.918167400002858,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
72,88,7,79,79,0,l,3.034690500000579,None,0,79,79,88,342.0603300999974,,342.05706199999986,342.0603300999974,343.05209119999927,343.05209119999927,343.05209119999927,346.09169439999823,l,3.034690500000579,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
91,123,29,80,80,0,l,2.1166085000004387,None,0,80,80,48,346.101118999999,,346.0943526999981,346.101118999999,347.081225599999,347.081225599999,347.0922466999982,349.20340849999775,l,2.1166085000004387,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
77,91,148,81,81,0,l,10.165448100000503,None,0,81,81,72,349.2087341999977,,349.20599159999983,349.2087341999977,350.19769559999986,350.19769559999986,350.2007405999975,360.3706358999989,l,10.165448100000503,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
28,35,35,82,82,0,t,1.7817800999982865,None,0,82,82,95,360.3788456999973,,360.3748855999984,360.3788456999973,361.36341289999837,361.36341289999837,361.37118909999845,363.1464374999996,t,1.7817800999982865,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
94,114,43,83,83,0,l,1.7815194000031624,None,0,83,83,56,363.16126099999747,,363.1501718999971,363.16126099999747,364.139381099998,364.139381099998,364.15544769999906,365.9243669999996,l,1.7815194000031624,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
22,25,92,84,84,0,t,1.4710625000006985,None,0,84,84,92,365.93287919999784,,365.92673579999973,365.93287919999784,366.92390309999973,366.92390309999973,366.92912199999773,368.4011073999973,t,1.4710625000006985,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
26,30,125,85,85,0,t,1.7914242999977432,None,0,85,85,33,368.4063666999973,,368.4035600999996,368.4063666999973,369.3931906999969,369.3931906999969,369.3931906999969,371.1893343999982,t,1.7914242999977432,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
38,50,42,86,86,0,l,3.456226599999354,None,0,86,86,42,371.198805,,371.1923429999988,371.198805,372.1801610000002,372.1801610000002,372.19412589999774,375.6433399999987,l,3.456226599999354,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
79,92,170,87,87,0,l,2.8063472000030742,None,0,87,87,71,375.648835699998,,375.6457711999974,375.648835699998,376.6347575,376.6347575,376.6411685999992,379.44713429999683,l,2.8063472000030742,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
30,40,50,88,88,0,t,3.5887350000011793,None,0,88,88,17,379.4542511999971,,379.450472499997,379.4542511999971,380.44104609999704,380.44104609999704,380.4471580999998,384.0331065999999,t,3.5887350000011793,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
91,105,45,89,89,0,l,2.1670422999995935,None,0,89,89,16,384.0426340999984,,384.03562989999773,384.0426340999984,385.0211096999992,385.0211096999992,385.04049569999916,387.19494009999835,l,2.1670422999995935,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
40,61,24,90,90,0,l,2.2731176000015694,None,0,90,90,85,387.2041883999991,,387.19869729999846,387.2041883999991,388.18690699999934,388.18690699999934,388.19025829999737,390.46145239999896,l,2.2731176000015694,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
30,44,153,91,91,0,t,1.6848339999996824,None,0,91,91,96,390.4713899999988,,390.4641534000002,390.4713899999988,391.45174289999704,391.45174289999704,391.4619500999979,393.1425202999999,t,1.6848339999996824,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
91,119,42,92,92,0,l,2.244487099997059,None,0,92,92,39,393.14836209999703,,393.1457128000002,393.14836209999703,394.12833489999684,394.12833489999684,394.14171149999675,396.3733195999994,l,2.244487099997059,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
27,33,19,93,93,0,l,2.9700631000014255,None,0,93,93,53,396.3787783999978,,396.37584349999815,396.3787783999978,397.3599510999993,397.3599510999993,397.3720538999987,400.33509149999736,l,2.9700631000014255,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
24,30,25,94,94,0,l,2.7341111000023375,None,0,94,94,26,400.34133649999785,,400.3377116999982,400.34133649999785,401.3235752999972,401.3235752999972,401.336324099997,404.06061469999986,l,2.7341111000023375,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
18,23,170,95,95,0,t,5.211461599999893,None,0,95,95,10,404.06933109999954,,404.0629979999976,404.06933109999954,405.0578940999985,405.0578940999985,405.06044180000026,410.27401949999694,t,5.211461599999893,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
56,87,9,96,96,0,l,1.8607038000009197,None,0,96,96,97,410.2807686999986,,410.27796429999944,410.2807686999986,411.2604395999988,411.2604395999988,411.2736459999978,413.1232267999985,l,1.8607038000009197,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
27,50,21,97,97,0,l,3.24691299999904,None,0,97,97,2,413.1285949999983,,413.1262375999977,413.1285949999983,414.11629939999693,414.11629939999693,414.1205598999986,417.36897619999945,l,3.24691299999904,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
61,71,170,98,98,0,t,2.342445199999929,None,0,98,98,31,417.37577059999967,,417.3719002999969,417.37577059999967,418.3599773999995,418.3599773999995,418.3623123999969,420.7089969999979,t,2.342445199999929,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
64,84,7,99,99,0,l,4.241544699998485,None,0,99,99,8,420.7170326999985,,420.7124041999996,420.7170326999985,421.7074956999968,421.7074956999968,421.7143649999998,425.9521642999971,l,4.241544699998485,None,004,001,2025-11-06_16h47.37.716,IshikaKori_AU2320248_DelayDiscount,,2025.1.1,None,2025-11-06 16h48.36.245869 +0530,
